image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
scgan_0027030,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027031,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027032,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027033,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027034,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027035,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027036,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027037,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027038,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027039,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027040,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027041,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027042,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027043,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027044,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0027045,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027046,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027047,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027048,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027049,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027050,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027051,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027052,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027053,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027054,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027055,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027056,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027057,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027058,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027059,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027060,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027061,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027062,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027063,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027064,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027065,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027066,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027067,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027068,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027069,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027070,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027071,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027072,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027073,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027074,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027075,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027076,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027077,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027078,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027079,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027080,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027081,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027082,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027083,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027084,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027085,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027086,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027087,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027088,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027089,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027090,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027091,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027092,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027093,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027094,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027095,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027096,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027097,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027098,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027099,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027100,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027101,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027102,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027103,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027104,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027105,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027106,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027107,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0027108,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027110,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027111,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027112,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027113,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027114,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027115,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027116,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027117,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027118,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0027119,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027120,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027121,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027122,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027123,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027124,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027125,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027126,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027127,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027128,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027129,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027130,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027131,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027133,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027134,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027135,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027136,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027137,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027138,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027139,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027140,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027141,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0027142,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027143,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027144,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027145,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027146,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027147,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027148,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027149,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027150,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027151,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027152,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027153,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027154,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027155,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027156,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027157,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027158,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027159,0.0,0.0,0.0,0.0,0.0,0.0,1.0
scgan_0027160,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027161,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027162,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027163,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027164,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027165,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027166,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027167,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027168,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027169,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027170,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027171,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027172,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027173,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027174,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027175,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027176,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027177,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027178,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027179,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027180,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027181,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027182,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027183,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027184,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027185,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027186,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027187,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027188,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0027189,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027190,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027191,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027192,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027193,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027194,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027195,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027196,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027197,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027198,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027199,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027200,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027201,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027202,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027203,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027204,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027205,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027206,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027207,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027208,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027209,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027210,0.0,0.0,0.0,0.0,0.0,0.0,1.0
scgan_0027211,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027212,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027213,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027214,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027215,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027216,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0027217,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027218,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027219,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027220,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027221,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027222,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027223,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027224,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027225,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027226,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027227,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027228,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027229,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027230,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027231,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027232,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027233,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027234,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027235,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027236,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027237,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027238,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027239,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027240,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027241,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027242,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027243,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027244,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027245,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027246,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027247,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027248,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027249,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027250,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027251,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027252,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027253,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027254,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027255,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027256,0.0,0.0,0.0,0.0,0.0,0.0,1.0
scgan_0027257,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027258,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027259,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027260,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027261,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027262,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027263,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027264,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027265,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027267,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027268,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027269,0.0,0.0,0.0,0.0,0.0,0.0,1.0
scgan_0027270,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027271,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027272,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027273,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027274,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027275,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027276,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027277,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027278,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027279,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027280,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027281,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027282,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027283,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027284,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027285,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027286,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027287,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027288,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027289,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027290,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027291,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027292,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027293,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027294,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027295,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027296,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027297,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027298,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027299,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027300,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027302,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027303,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027304,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027305,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027306,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027307,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027308,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027309,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027310,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027311,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027312,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027313,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027314,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027315,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027316,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027317,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027318,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027319,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027320,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027321,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027322,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027323,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027324,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027325,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027326,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027327,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027328,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027329,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027330,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027331,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027332,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027334,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027335,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027336,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027337,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027338,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027339,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027340,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027341,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027342,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027343,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0027344,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027345,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027346,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027347,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027348,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027349,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027350,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027351,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027352,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027353,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027354,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027355,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027356,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027357,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027358,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027359,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027360,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027361,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027362,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027363,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027364,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027365,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027366,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027367,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027368,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027369,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027370,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027371,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0027372,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027373,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027374,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027375,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027376,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027377,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027378,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027379,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027380,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027381,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027382,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027383,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027384,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027385,0.0,0.0,0.0,0.0,0.0,0.0,1.0
scgan_0027386,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027387,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027388,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027389,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027390,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027391,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027392,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027393,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027394,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0027395,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027396,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027397,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027398,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027399,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027400,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027401,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027402,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027403,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027404,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027405,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027406,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027407,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0027408,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027409,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027410,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027411,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027412,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027413,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027414,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027415,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027416,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0027417,0.0,1.0,0.0,0.0,0.0,0.0,0.0
